dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Mar 29, 2015",Current Employee - Software Development Engineer II,Most challenging job so far - in a good way,not mentioned,4,2,5,4,3,2
" Jul 11, 2016",Former Employee - Anonymous Employee,Area Manager,"amazon will make you very marketable. i had ten recruiters contact me while working there due to my linkedin page.. there is 0 work/ life balance at amazon. you will work a minimum of 50 hours per work, but will most likely end up working between 60 to 72. there is little to no training. it is a sink or swim environment.",1,1,1,5,5,1
" Jan 23, 2012",Former Employee - Anonymous Employee,Great Experience!,talented people working with the brightest and the best fun challenges reasonable work life balance great benefits especially helath although it is getting ammended soon. there is a belief in one man heroes. the senior leadership beleives that 20% of people contribute to 80% of the success. spoils the fun of working as a team and accomplishing goals together!,4,5,none,4.5,3.5,4
" Jul 25, 2012",Former Employee - Director,Sword of Damocles,"great physical work environment in los gatos great co workers: highly motivated, intelligent, impressive experiences. netflix hires people at the peak of their games at the time (2007 2010), it was an exciting time of growth in the online streaming . there is a constant sword of damocles (i.e. the threat of removal) hanging over your head. even when you think you are doing well, you can be released unexpectedly, at a moment's notice. (this results in a culture of fear) there is no career path, net",3,2,1,3,5,3
" May 17, 2018",Former Employee - Anonymous Employee,Good for first job,not mentioned,3,1,4,3,3,3
" Sep 19, 2017",Current Employee - Business Analyst,Great place to develop,"a place where you own and grow based on your own efforts. a place where you can own any project and if you don't know how to do it yet, then learn from very bright people that want to see you succeed.. there is so much to do that you'll have to manage your time very wisely, but people will also remind you to keep balance.",5,4,5,5,5,5
" Oct 7, 2010",Former Employee - Software Development Engineer,Good benifits not much room for growth in the silicon valley campus,"looks good on resume benifits are good secure excellent working conditions (peronal office, top notch hardware ...). there is very little organic growth in the svc campus lots of stick very little carrot developers are disempowered and micromanaged frequent reorg's you won't get any experience working on technologies that are in high demand in the valley (linu",3,3,none,2,3.5,3
" Jun 25, 2018",Current Employee - Anonymous Employee,Meaningful work and great work/life balance,"great work/life balance everything you ship impacts millions of users there are a lot of different teams, and there's bound to be one that's a good fit. there's a lot of bureaucracy and red tape shipping even small features could take months",5,5,4,5,5,4
" Aug 22, 2015",Current Employee - Anonymous Employee,Pretty good,"good work life balance most managers are really nice and open to grabbing a coffee etc. there's a good amount kf training resources available people are pretty down to dart and the interview process and fairly laid back free soda free bus pass. there's definitely a bit of a social hierarchy when it comes to being a contractor vs a full time employee. there's an 18 month maximum on all contract work. after the 18 months, you can't apply for contract work with microsoft for 6 months.",4,5,3,4,4,4
" Sep 5, 2018",Current Employee - Legal Trainee,Legal Trainee,working for the #1 company of the market high value deals being mentored and trained by top notch professionals friendly environment lots of opportunities organized by amazon outside work never boring. there's really nothing i would change,5,4,5,none,5,5
" Nov 2, 2018",Former Employee - AVM SVS,Forward thinking company - great opportunites,"work with lots of bright driver people on the cutting edge of retail experience plenty of responsibility given from the offset lot's of opportunities to take part in projects all across the business great benefits and share options. they can change your job role when it suits the business needs that is in the contract working above hours isn't asked for but with the culture it is kind of expected, especially if you want to get to the next level",4,3,5,5,4,4
" Mar 26, 2018",Former Employee - Product Specialist,To each his own,"benefits are actually good. eye and dental are covered, and their employee assistance program offers referral and free sessions to anything from accountants to psychiatrists. very good pay for a job where you just walk around and play with products . they give you all this assistance because they know you'll eventually need it, especially anything mental obvious favouritism, promises that never see fruition pigeonholing your own employees yet expecting them to execute every given task? not set",2,1,1,1,5,1
" Jun 10, 2015",Former Employee - Engineering Manager,A Spectacular Ride,not mentioned,5,2,4,5,5,5
" Aug 8, 2017",Former Employee - Anonymous Employee,Customer Service Support,not mentioned,2,none,none,none,none,none
" Oct 18, 2016",Current Employee - Engineering Manager,What a great place to work,"there are many, but here are a few of my favorites: play to your strengths. too many companies and too many people work on improving weaknesses, in hopes of becoming well rounded. this is fine, but often the better strategy is to play to your strengths, where employees do more of what they're good at, and less of what they're not good at, in a diverse team. i've never seen this done as well as at facebook. moving fast at scale. there are so many tools and frameworks to help you still move fast, as fast as any startup, that's it awesome. so impressive at facebook's scale. world class team. i know this is said often and loses meaning, but it's true here. every single person is both smart and nice, a rare combination. they care about the right things, and don't care about the wrong things. both parts of this are important. too many companies sweat the small stuff that doesn't matter, e.g. who's invited to a meeting or whatever. at facebook, everyone is just trying to make a positive impact, without care for politics etc.. things change fast. if you're not at ease with change, or if you're seeking a place that never changes, this is not the right company for you. this includes projects, tools, technologies, teams... there are multiple technical ways of doing most thing",5,5,5,5,5,5
" Aug 3, 2017",Current Employee - Senior Software Engineer,Focused and driven company with great rewards,not mentioned,5,4,5,5,5,5
" Nov 29, 2014",Former Employee - Software Engineer,"Good work environment, good pay, great perks",not mentioned,4,4,3,5,5,3
" May 31, 2014",Current Employee - Senior Hardware Engineer,Stay away from the Microserf Brainfarm,not mentioned,1,1,1,1,2,1
" Nov 4, 2016",Current Employee - Engineering Manager,Awesome company!,"extremely smart people. i am really working with the best of the best engineers i have ever met. move fast. decisions are being made rapidly and objectively. no bureaucracy. the change lifecycle idea >implementation >a/b test >production can take less. this is facebook london specific. many teams are working very closely with teams in us, which means that at least a few days a week there will be video conferences with us around 5 6 pm.",5,3,5,5,5,5
" Oct 23, 2017",Current Employee - Software Development Engineer II,"Build and learn at huge scale, but support it 24/7",not mentioned,4,none,none,none,none,none
" Nov 19, 2018",Current Employee - Anonymous Employee,My Life in Their Hand (Stow),colleagues are great and friendly. the benefits is great but i haven't use it yet. you get the chance to use pto (personal time off) anytime without permission. discount on amazon (though it have limit once a year. like how cheap do you have to be. three days off woohoo!!!!! but they can call you in for additional 10 hours on top of 40 hours. even worse... 20 hours. we were trained about the 10 hours part but not the 20. they can call us in within few days notice. you do get timed for everythi,3,2,3,3,4,2
" Dec 24, 2017",Former Employee - Order Picker,"Order Picker at Amazon (a.k.a. Slave Laborer) in Shakopee, MN",not mentioned,1,1,1,1,2,1
" May 10, 2015",Former Employee - Anonymous Employee,Decent - gotta really ,"good overall vibe. not a very stressful job: generally very clear instructions from management. help people with technical issues so they can get on with their lives (lol).. times could vary a bit, but generally manageable. gotta really love everything apple (or at least be very good at pretending to!).",3,none,none,none,none,none
" Nov 18, 2012",Current Employee - Operations Engineer,Operations Engineer at Facebook,"amazing work environment (meritocracy, smart people, great technologies, ...) great perks (food, snacks, health insurance, gym benefit, laundry, ...) very little corporate overhead. feels very much like a startup, despite being over 8 years old.. time sink: it's easy to neglect everything that's not work related. decent salary but nothing extraordinary.",5,5,5,4,4,5
" Sep 22, 2017",Current Employee - SDEII,SDE II,not mentioned,5,4,5,5,5,5
" Apr 20, 2013",Current Employee - Specialist,Hard to move up from retail?,"amazing people benefits for part time (didnt have it before but now they do thanks for employee feedback) good company that listens to employees you will have amazing moments with the customers . thats for sure. to become manager, you have to be a college grad with 3.0 or higher and join the 2year program from specialist, you have to sell apple care like crazy 40% up to become expert from expert, you can start work on your leadership skills they hire manag",3,2,5,1,4,1
" Jun 20, 2013",Former Employee - Specialist,Great team - great system,not mentioned,5,4,5,4,5,5
" Apr 6, 2015",Former Employee - Product Design Engineer,"Excellent experience, poorly managed","work on the best products in the world with the autonomy to ""do what is right"" versus ""do what is cheap"" excellent training for an early career engineer lots of support for learning and investigation, a culture of innovation and invention surroun. tons of politics between teams people are treated like resources here, don't expect anyone to care about your work life balance but you have to be willing to sacrifice to do well here culture varies drastically from group to group, some groups ar",4,2,2,3,5,2
" Sep 21, 2016",Former Employee - Anonymous Employee,Great company but not long term,not mentioned,5,5,4,4,5,4
" Sep 5, 2010",Current Employee - Senior Software Developer,"Great place to work and great benefits, but what about the future of the company?","bes healtht benefits very flexible working hours and great work/life ballance ability to change areas within the ocmpany as no other company... one year work in os, another in sql and the next in bing freefom to use whatever os, tool, etc. you want (other companies are much stricker). too centralzed in usa.... not many opportunities for employees to work in other countries with compeling jobs. although everyone knows ms will still be a strong company in 10 years, nobody knows if it will be like an ibm which is still strong but, not",4,5,none,5,4.5,4.5
" Sep 11, 2015",Former Employee - Applecare At Home Advisor,Bitter sweet,"they really care about their employees, have numerous programs and initiatives that help you take care of your family and recharge contest, puzzles and drawings to keep employees engaged. best in industry, paid job specific training (they will liter. too customer oriented, it's good to please customers but some times customers are cocky and you always have to bend to their bs otherwise they give negative csat and your manager has to coach and pester about it you about it and it takes down your overa",4,5,3,3,4,4
" Mar 18, 2013",Current Employee - Anonymous Employee,Wonderful for the smart hard-workers,"smart people, you will be surprised the time and effort the company invests in finding people decent pay, average of the industry set of competitors, could be better work smart, hard and long. as jeff says, 2 of the 3 won't work : ) strong sense o. too exhausting at times management may not be transparent always some managers would qualify politicians (really). stay away from them and just exchange smiles, nothing more recognition. there are few people waiting to shoot using your hardworking",4,3,5,4,3,3
" Nov 27, 2018",Current Employee - Anonymous Employee,Easily the best company I have ever worked at.,not mentioned,5,5,5,5,5,5
" May 18, 2015",Current Employee - Product Support,Not like a Brand name,not mentioned,1,1,1,1,1,1
" May 19, 2010",Current Employee - Software Development Engineer In Test (SDET) I,No longer a good company to work for after Bill Gates left,not mentioned,2,3,none,5,4.5,1.5
" Jul 1, 2016",Current Employee - Anonymous Employee,Nothing like advertised,not mentioned,1,none,none,none,none,none
" Dec 11, 2013",Current Employee - Architect,"Great Company, but aging","great projects, great people, commands respect in the industry, you can do things that are impossible with smaller companies. we rule the enterprise and they happily give us an awful lot of money because we deliver stuff that they understand, and that works.. too many middle managers and middling management, too much internal competition, passionate but unimaginative leadership. too much cost watching from management and not enough good ideas. we have gone from being successful ""fast followers"" to just p",4,4,4,5,5,3
" Aug 19, 2017",Current Employee - Cloud Solution Architect,Old school with potential,not mentioned,4,3,4,3,3,1
" Mar 27, 2017",Current Employee - Web Designer,"Not as good as i expected, but still a great company to be in. Nonetheless.",not mentioned,3,3,4,3,5,3
" Aug 31, 2016",Former Employee - Senior Program Manager,Senior Program Manager,not mentioned,5,3,4,5,5,5
" Feb 13, 2011",Former Employee - Manager,Great place to be from,not mentioned,3,3.5,none,2.5,3.5,2.5
" Jul 26, 2016",Former Employee - Senior Software Development Engineer In Test (SDET),Good place to start career,"friendly people, managers are very supportive good work is often recognised. very good work life balance (except during releases) good facilities in the office food, gym, great campus, transport etc can grow at a pace you're comfortable with (. too many re orgs many teams undergo a lot of re orgs very frequently goal in which a division is headed is sometimes not clear slow growth technically and salary wise quality of hiring is going down as years are passing!",3,5,4,2,2,3
" Mar 5, 2014",Current Employee - Program Manager I,"Maximum politics, Minimum capability",good work life balance if you insist. probably not good for your performance review.. too many unqualified employees. this detracts from any useful work. everybody is here for the political gameplay. the idea is to seem like you're doing useful work so as to get to the next step. doesn't matter who you trample along the way.,2,3,1,2,3,1
" Sep 10, 2014",Former Employee - Family Room Specialist,Company genuinely cares about you!,"great benefits great work environment great salary (especially for retail) lots of peer support lots of management support lots of learning experiences and resources opportunity for advancement opportunities for ""career experiences"" in cor. too much ""drinking the kool aid"". way too much. i hope this is an apt metaphor: imagine you have an 8oz cup in your hand. they pour a 64oz pitcher of kool aid into your 8oz. cup. then they pour a pitcher of sugar into the same cup. you get diabetes. the",5,3,5,4,5,4
" Jul 12, 2016",Current Employee - Specialist,Specialist,not mentioned,4,4,4,4,5,4
" Nov 11, 2014",Former Employee - Apple Retail Specialist,"Rewarding first year, intolerable two years due to meager pay, metrics, bad management and awful work-life balance.",not mentioned,2,3,2,1,none,1
" Nov 3, 2016",Current Employee - Anonymous Employee,Good Company,not mentioned,4,5,5,3,3,2
" Aug 21, 2012",Current Employee - Product Manager,"Terrible Work Life balance, Very Poor rewards (Zero stocks, Zero bonus) for Exceeds/Strong ratings",not mentioned,1,1,1,2,1,1
" Feb 1, 2012",Current Employee - Software Development Engineer,Very good,not mentioned,4,3,none,2.5,3,3
" Dec 4, 2018",Current Employee - Associate Account Strategist,Great company,not mentioned,5,2,5,5,4,4
" Nov 6, 2018",Former Employee - Business Solutions Manager,BSS,not mentioned,4,3,3,3,4,3
" Oct 30, 2013",Former Employee - Software Development Engineer,It was an amazing experience with Amazon,not mentioned,4,3,5,4,4,4
" Jan 1, 2011",Current Employee - Senior Software Development Engineer,"Once was an amazing place to work, the collective caliber of excellence is no longer",not mentioned,2,4,none,3,1.5,1
" Aug 28, 2018",Current Employee - Program Manager,Great place to work,not mentioned,5,3,5,5,4,4
" Sep 21, 2017",Current Employee - Process Owner,Much better than its reputation!,not mentioned,5,4,5,5,5,5
" Jul 20, 2016",Former Employee - Specialist,Great Opportunities + Benefits But Toxic Culture,"flexible schedule well paid benefits good training cool coworkers great to work for students or part time good place to work if you don't get too involved. toxic culture that seeped into off work time strong kool aid, if you don't drink it you won't get along well not a company where you can question or have a real voice cliques within store",3,4,2,3,4,2
" Sep 29, 2013",Current Employee - Anonymous Employee,A good place to work and grow,not mentioned,4,4,4,4,4,4
" Sep 11, 2011",Current Employee - Software Engineer,The best employer I've ever had,not mentioned,5,5,none,5,5,5
" Sep 25, 2017",Current Employee - Senior Manager,Fast paced environment with lots of opportunity to truly own your work!,"customer obsessed: we always start with the customer and work backwards this helps eliminate things that may be good for the p&l, but bad for the customer or other things that are to help amazon's bottom line. at the end of the day, the only thing tha. training and onboarding could be better, but this goes back to the ""self starter"" environment. be prepared to self learn a lot speed, it's incredibly fast, balancing multiple deadline, projects, and priorities can be overwhelming at times ""the extra",4,4,4,4,5,4
" Nov 7, 2018",Current Employee - IOS Technical Advisor,Du bon et du moins bon,"Good salary Super Culture Dentreprise (inclusion and diversity) Management at the top not bad, the box knows how to take care of its employs there is everything in the building: MEDEDIN, dentist, gym, even their own bus in case. Too many people teams are not mixed with other nationalities and it is a shame",4,3,5,5,4,4
" Nov 29, 2016",Current Employee - University Recruiter,University Recruiting,"you'll get an incredible amount of hires during peak months you'll learn an astonishing amount in a short period of time most coworkers are intelligent and willing to help you'll get approached by facebook, google, etc for jobs transferring team. turnover is abysmal, i counted 16 people who left since i joined. no one ever gets terminated or managed out. too many fires that are the top priority to put out, impossible to get anything done on a daily basis very poor work life balance, expect t",1,1,1,4,3,1
" Nov 9, 2014",Former Employee - User Experience Designer,The beat is fading for Amazon Music,"lots of opportunity to own your projects and deliver learn how to navigate and deal with politics :) great salary great name on the resume great cultural values that apply to anywhere you work after amazon (except for the frugality part). turnover is very high, people usually stick around 6 months to a year. people leave every week. toxic frugal culture, too cheap to give you the proper tools for you to do your job (software licenses, equipment, etc) dog eat dog culture, political as",3,2,3,1,4,3
" Nov 1, 2009",Former Employee - Marketing,Definitely *not* for everyone,"one of the few companies who can actually deliver on a 'promise' of opportunities to move around within the broader organization, based on interests, skills, availability, etc. brand name recognition the opportunity to be involved in products and. typically, people are brought in to hold responsibilities they had at least one or two jobs ago (as if being a stellar performer elsewhere requires sliding backward when at microsoft) resistant, at least in marketing where microsoft's marketing prow",2,3,none,3,4,3.5
" Oct 6, 2016",Former Employee - Anonymous Employee,"Not Great in 2012, but Now Looks Better",not mentioned,3,4,2,3,1,4
" Sep 21, 2010",Former Employee - Software Development Engineer In Test (SDET),"What used to be a great company, is no more.","great benefits work hours flexibility. unfair reviews no matter what the company does, wallstreet doesn't like it. incompetent leadership",3,2.5,none,3.5,4,3
" Jun 21, 2017",Former Employee - Anonymous Employee,Writer,not mentioned,4,4,4,none,none,none
" Sep 26, 2013",Current Employee - Software Development Engineer II,Many great teams,"if you find a good team, you'll be able to work with very smart and result driven people very flexible (working hours etc.). unfortunately, there are some weaker teams as well, with some folks that should have never been hired to this company :) non unified tools and infrastructure across divisions (but that's changing, fortunately!)",5,5,4,5,4,4
" Sep 27, 2017",Former Employee - Senior Marketing Manager,"Amazing learning experience, tough culture to crack",not mentioned,2,1,2,3,5,1
" Dec 9, 2012",Former Employee - Solution Manager,"Company that walks the talk, but you need to understand the politics behind",not mentioned,5,4,5,4,4,4
" Feb 24, 2016",Current Employee - Fulfillment Associate,Warehouse Review ( Tracy CA ) Associate Tier 1,10 hour days which means 3 days off co workers are usually chill. unorganized managment long hours short lunch 30 mins unpaided hard to move up as an associate,3,3,3,2,4,2
" Jan 30, 2012",Former Employee - AppleCare (Phone) Adviser,Decent position for someone with little work experience,"great benefits decent pay access to your own computer with little site blocking (although you're technically not supposed to do it while on a call) fairly easy work to learn and master. unreasonable customer expectations (e.g. customers feeling like they deserve a new iphone because they have applecare, which is a warranty not insurance, after the phone is dropped) very high goal targets (90% customer satisfaction) where irrelevant/i",4,3.5,none,1,3.5,3.5
" Aug 30, 2016",Current Employee - Anonymous Employee,Feels like many different companies within one huge company,not mentioned,4,5,1,5,4,1
" Sep 12, 2017",Former Employee - Senior Software Engineer,Good depending on what you are l,not mentioned,4,2,3,3,4,3
" Jul 15, 2009",Current Employee - Technical Program Manager,"great engineers, lots of ownership and control over projects, but constantly shifting upper management priorities","the engineers here are the best i've ever worked with typically you have near complete ownership over projects you work on people trust you to get your job done, and excessive oversight and micromanagement are rare. upper management changes frequently, and so do the priorities our equipment (laptops, monitors, etc) suck, and are frequently on a self support model there's a lot of different stuff going on around in the company and not very good communication, wh",4,4.5,none,4,3,4
" Mar 23, 2016",Current Employee - Anonymous Employee,Work/Life Balance - Schedules are a ,not mentioned,1,none,none,none,none,none
" Jan 8, 2016",Current Employee - Scanner,Scanner,not mentioned,3,2,3,4,3,3
" Dec 14, 2011",Current Employee - Software Engineer,Tough place and amazing people.,not mentioned,5,4,none,2.5,3.5,4
" Aug 12, 2016",Former Employee - Anonymous Employee,"Perks are incredible, but even Google has its cons","perks are the best you'll find anywhere: food, fancy drinks, baristas, massages, bring your dog to work, fun events every week/month, full relocation benefits, the list goes on... anything you want! technology of course: it's great using gmail/google . very competitive atmosphere: people take credit for others' work and there have been many cases where this has happened across several teams. these people want to look better to senior leadership/get more hires/justify their roles. different experienc",3,3,2,3,5,1
" Sep 5, 2018",Current Employee - Area Manager,Area Manager,not mentioned,5,4,4,5,4,4
" Jan 7, 2016",Current Employee - Stow,Amazon Warehouse Employee,not mentioned,1,1,3,1,3,1
" Apr 16, 2017",Current Employee - Program Manager,Manager in Global Marketing Solutions,not mentioned,5,4,5,4,4,4
" Dec 11, 2018",Current Employee - Product Operations,2nd Job out of college --> Great Experience,"context: i worked in operations very entrepreneurial culture: you're encouraged to build systems / processes to accomplish what you need the perks are great very collaborative environment giving and receiving honest, constructive feedback is a huge part of the culture there is a lot of room for growth. career conversations are encouraged. very entrepreneurial culture: there is no formal ""facebook"" way of doing things so work environment can be too unstructured at times open floor plan can be distracting",5,4,4,5,5,4
" Nov 5, 2012",Current Employee - Specialist,"Good experience, but inconsistent culture from store to store.","apple is a fantastic company, albeit going through some major transitions right now. great insurance benefits for full time and part time employees. good discounts and lifestyle benefits. positive atmosphere for the most part. apple only hires competent candidates, so you're on a team you feel good about. there's lots of ongoing training. new career experiences give retail employees the opportunity to explore new facets of the business.. very few promotions to management from within (retail). most managers were district managers of other big retailers, and were recruited. that means they often have no experience whatsoever with apple products or culture, which can be hard to take as a",4,2,5,3,4,3
" Sep 7, 2016",Former Employee - Anonymous Employee,Great experience,not mentioned,4,4,4,3,4,4
" May 9, 2013",Current Employee - Analytical Lead,a very competitive and political atmosphere,not mentioned,3,3,3,1,4,2
" Nov 8, 2015",Current Employee - Anonymous Employee,A perfect place for workaholic only,"they trust you and put you on big projects if you are workaholic, there are unlimited work waiting for you to complete. very intense work. my manager told my team that we are expected to work 10 12 hours. 12 hours per day is expected from us. very very competitive. manager told me that we have competed to find this job in amazon, so we should expected more competition",1,1,1,1,1,1
" Jul 28, 2015",Former Employee - Anonymous Employee,A bright Future!,"cutting edge technology ever changing environment, never gets dull windows 10 launch the beginning of something great fantastic reputation in the software world. very large company, many layers many changes lately in the mobile departments of the company should not only be a software first company, they have great hardware products!",4,4,4,4,4,3
" Mar 18, 2015",Former Employee - Creative,I drank the apple juice long before they hired me.,"great benefits, passionate coworkers, almost cult like culture (but it works) i've never worked an event like a product launch, and i doubt i will at any other company. i still go wait in line at ridiculous hours because i love the energy and passion . very little regard for work/life balance from management and scheduling. not much room for advancement if you're interested in leaving the customer service world (i.e., you're not trying to climb up the leadership chain). people come in bright eyed an",4,2,5,2,3,3
" Oct 3, 2012",Current Employee - AppleCare Advisor AHA,Initially very exciting but then very mundane,not mentioned,4,2,4,2,4,5
" Feb 5, 2014",Current Employee - Account Manager,"Great innovation, but understaffed/overworked=no work-life balance and easy burn-out.",not mentioned,4,1,5,1,5,4
" Nov 4, 2015",Current Employee - Operations Manager,Double-edged sword,"amazing drive to innovate fast paced and always interesting seemingly unlimited resources for process improvement projects some of the best, most qualified people i've ever worked with. compensation is exceptional.. very long hours in a no office environment mean 10 12 hours per day all on your feet. no sitting. expectation is everyone is constantly trying new things, throwing as much as possible against the wall to see if any of it sticks. this leads to a lot of",3,3,3,4,5,2
" Dec 17, 2017",Former Employee - Specialist,Technical Specialist,not mentioned,5,5,4,3,4,4
" Feb 2, 2018",Former Employee - Recruiter,"Great Company, some great people but some toxic teams too.",not mentioned,5,5,5,3,5,1
" Dec 31, 2014",Former Employee - Anonymous Employee,No work life balance and no growth!!!,not mentioned,2,1,1,1,1,1
" Sep 18, 2017",Current Employee - Software Development Engineer,"Amazon CHENNAI - SDE1 - Poor work life balance, poor management","good salary talented peers challenging projects amazon overall is good, but chennai amazon is trash!. very poor work life balance with average of 12 hours work per day. some days it'll go up to 18 to 20 hours. poor planning and last minute hassle for every trivial tasks too. weekend work. 3/5 weeks you'll be made to work. teams ignoring leave poli",1,1,2,5,4,1
" Oct 28, 2016",Former Employee - Head of Department,"Terrible, avoid.",not mentioned,1,1,1,3,1,1
" Mar 20, 2014",Former Employee - Senior Product Manager,"Great company, not family friendly",not mentioned,3,1,1,5,3,2
" Jul 16, 2015",Former Employee - Warehouse Associate,Will leave you without time or energy for activities outside of work,not mentioned,3,1,2,3,4,3
" Mar 2, 2017",Current Employee - Fulfillment Associate,Good Job and Great Benefits,"better than average benefits (medical, dental, vision, 401k, life insurance, flexible spending accounts, immediate stock bonuses vested after 2 years, etc.) monthly bonuses (up to 16% of your wages [32% during peak months]), as of 02/2017. wide vari. warehouse atmosphere may be a con to some. most positions require constant lifting, bending, walking or standing, so may be a con to some (but to others, it's like a free gym workout).",5,4,5,4,5,4
" Sep 26, 2015",Current Employee - Amazon Warehouse Worker,Pretty good job,"good starting pay for a first job can earn a lot of time off. i get 40 hours unpaid time off every 3 months and 6 hours paid time off every 2 weeks. no dress code no dealing with customers holiday pay and variable compensation paid (vcp). . warehouse is either hot and humid or super cold. have to stand up the whole day. will get in trouble if caught sitting. high turnover rate. if you're from a staffing agency, don't plan on staying after peak season. such a depressing job. manage",4,5,3,4,5,2
" Sep 28, 2011",Current Employee - IT Consultant,,not mentioned,2,2,none,3,3,1.5
" Dec 11, 2012",Current Employee - Operations Engineer,Operations Engineer,"freedom to work on tough issues that are important to you free food from micro kitchens, two cafeterias, a burrito bar, pizza bar, burger bar, bbq shack, and sweet shop on site gym lots of company discounts you'll work around some of the brighte. we don't do a great job of setting goals for the team most of the company have no idea the work we put in to keep the site up and reliable everyday",4,5,5,4,5,3
" Dec 3, 2013",Current Employee - Anonymous Employee,Microsoft Tragedy 2014: The fall of a good but not preeminently good company because of flawed leadership,"good compensation relative to hours worked (vs amazon) ample team and company resources to enable people to execute r&d develops innovative technology. weak leadership, executive infighting and jockeying risk adverse environment prevents bold risks and confident execution. r&d work is no good if you don't monetize it... and we didn't even develop kinnect, so don't take credit for prime sense's work.",3,5,2,2,4,1
" Mar 31, 2016",Current Employee - Anonymous Employee,Hard Driving Culture in Need of a Reboot,not mentioned,3,1,4,2,4,2
" Nov 21, 2016",Former Employee - Apple Retail Specialist,Specialist,not mentioned,5,5,5,5,4,4
" Sep 4, 2012",Current Employee - Sales Representative,Absolute roller coaster,if you are in sales: there isn't a more exciting thing to sell or talk about with clients and marketers huge advantage in terms of gaining access to clients great career opportunities especially for those that are willing to get involved . work life balance is difficult particularly for the ambitious. so many moving parts at certain points that turns out different groups at different locations are working on the same problem. this can be helpful when it's an innovation/engineering pro,5,3,4,5,5,5
" Oct 13, 2017",Current Employee - Software Development Engineer,Nice projects on AWS,"growing very fast projects may be very interesting if you're lucky good infrastructure to work, big screens, desks, etc. flexibility: working hours and working from home excellent rsum builder enough vacations working with high level eng. work depends on legacy, internal tools deadlines are tough when something is being launched, expect to work a lot company is too big and opinions vary a lot, i'm not sure how is life outside aws rds, there seems to be more stuff in vancouver like fr",4,3,4,5,5,3
" Oct 4, 2008",Current Employee - Software Development Engineer II,Challenging and fun place to work,"interesting/hard issues to attack. challenging and fun. fast release cycle. sde does work in multiple areas some development, some qa, some pm, ... encouraged to explore new technologies and get experience for other teams. brilliant, knowledge. work does get hectic sometimes need to work extra hours some times on call rotation have to provide 24/7 support for software cooperation between teams is very hard a lot of teams are overly defensive",4,3.5,none,4,3.5,4
" Apr 14, 2016",Current Employee - Apple Care Senior Specialist,Great Benefits but hard to move up beyond answering phones,not mentioned,5,4,5,3,5,4
" Jul 15, 2016",Former Employee - Back of House Specialist,Great company to work,"i love the fact that the company has a very intensive training program for the new hires, processes are very structured and clear making it easier to understand what's expected of you, benefits are great, work environment is great in most teams.. work environment can be stressful depending on who's the leader (but i guess any company is like that), senior management at retail locations needs more consistency.",4,2,5,2,2,2
" Jan 29, 2016",Former Employee - Apple At Home Advisor,Apple AHA Advisor Tier 1 - Review,"the good: to work from home benefits are decent, my bi weekly deduction for myself 4 was $30, this was for medical, dental, vision. although low, be prepared to pay for a high deductible in order to use the health benefits under this plan, was $3000. the other plan was apps $200 per month with a lower deductible. apple stock options supplies imac station and ipod and headset to work from home, cost does not come out of pocket, except for office desk, chair, etc. start receiving health benefits, 401k and earning sick and vacation time off the first day of employment. double time and half when working on holidays.. work from home. because you work from home, apple excepts you to me flexible. they probably see this as luxury or perk. i.e. i worked a 2nd shift schedule and it was completely changed a week prior to the new schedule change date. it was changing due to",3,2,3,3,4,3
" Nov 10, 2014",Former Employee - Media Solutions Manager,Perfect,not mentioned,5,3,5,5,5,3
" Sep 30, 2017",Current Employee - Account Manager,"Land of opportunities, great perks, amazing package but zero work life balance","i work in sales at the eu hq. there's plenty of pros to call out: great learning and development opportunities, 1st class training on the big scale: diverse culture and and an environment that's thriving on that salary, bonuses and all other perks like free food events, both professional and fun. work is never ending. literally, you can't finish anything as the pace is so fast by the time you get something done surely there's 3 other things waiting on your to do list. hence, long hrs and really bad work life balance. everyone is super competit",3,1,4,5,5,3
" Sep 14, 2015",Former Employee - Intern,Decent Pay. Decent Work.,"there is a purpose to the work. you're never spinning your wheels for no reason, work needs to get done and you're there to lend your brain to it. big numbers that sound nice to others generally smart people great culture training to be specific. work is nice but it's hard to contextualize how much the work really matters when you save a multi billion dollar company a few million dollars. they need 1,000 of you to make it matter, so they hire 999 others just like you. welcome to amazon. not fo",4,4,4,4,4,4
" Oct 7, 2014",Former Employee - Software Development Engineer,Good people twisted by performance review process old or new.,not mentioned,3,1,1,4,4,2
" Jun 23, 2016",Current Employee - Software Development Engineer,"Challenging and interesting, not compensated well",not mentioned,4,3,3,5,2,4
" Sep 23, 2011",Current Employee - Anonymous Employee,"Great opportunity for growth, long hours, and hard on work life balence",not mentioned,3,2.5,none,4,3.5,3.5
" Dec 4, 2016",Current Employee - Brand Specialist,"Work Hard, Make History!",not mentioned,5,3,5,5,4,5
" May 12, 2016",Current Employee - Program Manager,"Good Company, Nice Perks, Lots of Work",not mentioned,4,3,4,5,4,2
" Jul 16, 2018",Former Employee - Software Engineer,"Bug fixing job, salary not that great",not mentioned,2,3,1,2,2,2
